Time,Commanded,Actual
27.945,-0.4363323129985824,-0.43633231299810254
27.948,-0.4363323129985824,-0.43633231299803366
27.951,-0.4363323129985824,-0.4363323129979974
27.954,-0.4363323129985824,-0.43633231299798714
27.957,-0.4363323129985824,-0.43633231299799685
27.96,-0.4363323129985824,-0.4363323129980216
27.963,-0.4363323129985824,-0.436332312998057
27.966,-0.4363323129985824,-0.4363323129980996
27.969,-0.4363323129985824,-0.4363323129981462
27.972,-0.4363323129985824,-0.4363323129981945
27.975,-0.4363323129985824,-0.43633231299824277
27.978,-0.4363323129985824,-0.43633231299828945
27.981,-0.4363323129985824,-0.43633231299833375
27.984,-0.4363323129985824,-0.43633231299837477
27.987,-0.4363323129985824,-0.4363323129984121
27.99,-0.4363323129985824,-0.43633231299844555
27.993,-0.4363323129985824,-0.4363323129984751
27.996,-0.4363323129985824,-0.4363323129985007
27.999,-0.4363323129985824,-0.43633231299852265
28.002,-0.4363323129985824,-0.436332312998541
28.005,-0.4363323129985824,-0.43633231299855635
28.008,-0.4363323129985824,-0.4363323129985687
28.011,-0.4363323129985824,-0.43633231299857855
28.014,-0.4363323129985824,-0.43633231299858616
28.017,-0.4363323129985824,-0.4363323129985918
28.02,-0.4363323129985824,-0.43633231299859593
28.023,-0.4363323129985824,-0.43633231299859854
28.026,-0.4363323129985824,-0.43633231299860015
28.029,-0.4363323129985824,-0.43633231299860087
28.032,-0.4363323129985824,-0.43633231299860087
28.035,-0.4363323129985824,-0.43633231299860037
28.038,-0.4363323129985824,-0.4363323129985994
28.041,-0.4363323129985824,-0.4363323129985982
28.044,-0.4363323129985824,-0.4363323129985968
28.047,-0.4363323129985824,-0.4363323129985953
28.05,-0.4363323129985824,-0.4363323129985939
28.053,-0.4363323129985824,-0.4363323129985924
28.056,-0.4363323129985824,-0.436332312998591
28.059,-0.4363323129985824,-0.4363323129985896
28.062,-0.4363323129985824,-0.4363323129985884
28.065,-0.4363323129985824,-0.4363323129985874
28.068,-0.4363323129985824,-0.4363323129985864
28.071,-0.4363323129985824,-0.4363323129985855
28.074,-0.4363323129985824,-0.43633231299858477
28.077,-0.4363323129985824,-0.43633231299858416
28.08,-0.4363323129985824,-0.43633231299858366
28.083,-0.4363323129985824,-0.43633231299858327
28.086,-0.4363323129985824,-0.4363323129985829
28.089,-0.4363323129985824,-0.4363323129985826
28.092,-0.4363323129985824,-0.43633231299858233
28.095,-0.4363323129985824,-0.43633231299858216
28.098,-0.4363323129985824,-0.43633231299858205
28.101,-0.4363323129985824,-0.436332312998582
28.104,-0.4363323129985824,-0.43633231299858205
28.107,-0.4363323129985824,-0.43633231299858205
28.11,-0.4363323129985824,-0.4363323129985821
28.113,-0.4363323129985824,-0.43633231299858216
28.116,-0.4363323129985824,-0.4363323129985822
28.119,-0.4363323129985824,-0.4363323129985823
28.122,-0.4363323129985824,-0.43633231299858233
28.125,-0.4363323129985824,-0.4363323129985824
28.128,-0.4363323129985824,-0.43633231299858244
28.131,-0.4363323129985824,-0.43633231299858244
28.134,-0.4363323129985824,-0.43633231299858244
28.137,-0.4363323129985824,-0.43633231299858244
28.14,-0.4363323129985824,-0.43633231299858244
28.143,-0.4363323129985824,-0.43633231299858244
28.146,-0.4363323129985824,-0.43633231299858244
28.149,-0.4363323129985824,-0.43633231299858244
28.152,-0.4363323129985824,-0.43633231299858244
28.155,-0.4363323129985824,-0.43633231299858244
28.158,-0.4363323129985824,-0.43633231299858244
28.161,-0.4363323129985824,-0.43633231299858244
28.164,-0.4363323129985824,-0.43633231299858244
28.167,-0.4363323129985824,-0.43633231299858244
28.17,-0.4363323129985824,-0.43633231299858244
28.173,-0.4363323129985824,-0.43633231299858244
28.176,-0.4363323129985824,-0.43633231299858244
28.179,-0.4363323129985824,-0.43633231299858244
28.182,-0.4363323129985824,-0.43633231299858244
28.185,-0.4363323129985824,-0.43633231299858244
28.188,-0.4363323129985824,-0.43633231299858244
28.191,-0.4363323129985824,-0.43633231299858244
28.194,-0.4363323129985824,-0.43633231299858244
28.197,-0.4363323129985824,-0.43633231299858244
28.2,-0.4363323129985824,-0.43633231299858244
28.203,-0.4363323129985824,-0.43633231299858244
28.206,-0.4363323129985824,-0.43633231299858244
28.209,-0.4363323129985824,-0.43633231299858244
28.212,-0.4363323129985824,-0.43633231299858244
28.215,-0.4363323129985824,-0.43633231299858244
28.218,-0.4363323129985824,-0.43633231299858244
28.221,-0.4363323129985824,-0.43633231299858244
28.224,-0.4363323129985824,-0.43633231299858244
28.227,-0.4363323129985824,-0.43633231299858244
28.23,-0.4363323129985824,-0.43633231299858244
28.233,-0.4363323129985824,-0.43633231299858244
28.236,-0.4363323129985824,-0.43633231299858244
28.239,-0.4363323129985824,-0.43633231299858244
28.242,-0.4363323129985824,-0.43633231299858244
28.245,-0.4363323129985824,-0.43633231299858244
28.248,-0.4363323129985824,-0.43633231299858244
28.251,-0.4363323129985824,-0.43633231299858244
28.254,-0.4363323129985824,-0.43633231299858244
28.257,-0.4363323129985824,-0.43633231299858244
28.26,-0.4363323129985824,-0.43633231299858244
28.263,-0.4363323129985824,-0.43633231299858244
28.266,-0.4363323129985824,-0.43633231299858244
28.269,-0.4363323129985824,-0.43633231299858244
28.272,-0.4363323129985824,-0.43633231299858244
28.275,-0.4363323129985824,-0.43633231299858244
28.278,-0.4363323129985824,-0.43633231299858244
28.281,-0.4363323129985824,-0.43633231299858244
28.284,-0.4363323129985824,-0.43633231299858244
28.287,-0.4363323129985824,-0.43633231299858244
28.29,-0.4363323129985824,-0.43633231299858244
28.293,-0.4363323129985824,-0.43633231299858244
28.296,-0.4363323129985824,-0.43633231299858244
28.299,-0.4363323129985824,-0.43633231299858244
28.302,-0.4363323129985824,-0.43633231299858244
28.305,-0.4363323129985824,-0.43633231299858244
28.308,-0.4363323129985824,-0.43633231299858244
28.311,-0.4363323129985824,-0.43633231299858244
28.314,-0.4363323129985824,-0.43633231299858244
28.317,-0.4363323129985824,-0.43633231299858244
28.32,-0.4363323129985824,-0.43633231299858244
28.323,-0.4363323129985824,-0.43633231299858244
28.326,-0.4363323129985824,-0.43633231299858244
28.329,-0.4363323129985824,-0.43633231299858244
28.332,-0.4363323129985824,-0.43633231299858244
28.335,-0.4363323129985824,-0.43633231299858244
28.338,-0.4363323129985824,-0.43633231299858244
28.341,-0.4363323129985824,-0.43633231299858244
28.344,-0.4363323129985824,-0.43633231299858244
28.347,-0.4363323129985824,-0.43633231299858244
28.35,-0.4363323129985824,-0.43633231299858244
28.353,-0.4363323129985824,-0.43633231299858244
28.356,-0.4363323129985824,-0.43633231299858244
28.359,-0.4363323129985824,-0.43633231299858244
28.362,-0.4363323129985824,-0.43633231299858244
28.365,-0.4363323129985824,-0.43633231299858244
28.368,-0.4363323129985824,-0.43633231299858244
28.371,-0.4363323129985824,-0.43633231299858244
28.374,-0.4363323129985824,-0.43633231299858244
28.377,-0.4363323129985824,-0.43633231299858244
28.38,-0.4363323129985824,-0.43633231299858244
28.383,-0.4363323129985824,-0.43633231299858244
28.386,-0.4363323129985824,-0.43633231299858244
28.389,-0.4363323129985824,-0.43633231299858244
